global_step,episode,episode_reward,episode_len,success,collision,mean_dist,final_dist
198337,1561,35.353312,66,1,0,2.654594,0.493493
198445,1562,25.409436,108,1,0,2.892406,0.443909
198562,1563,35.116362,117,1,0,4.120454,0.472137
198777,1564,34.928324,215,1,0,7.280974,0.461402
198914,1565,41.006413,137,1,0,5.422416,0.481166
199058,1566,37.669142,144,1,0,5.282982,0.464463
199256,1567,29.065069,198,1,0,4.732407,0.492799
199340,1568,36.274289,84,1,0,3.647030,0.455449
199437,1569,32.983336,97,1,0,4.042767,0.434914
199650,1570,17.184292,213,1,0,4.273230,0.481794
199749,1571,29.010274,99,1,0,3.283256,0.453513
199818,1572,31.779243,69,1,0,2.626994,0.445121
199878,1573,30.857831,60,1,0,2.607774,0.451670
199982,1574,32.374515,104,1,0,3.847013,0.492234
200202,1575,32.717535,220,1,0,7.379126,0.480141
200380,1576,36.111101,178,1,0,6.563516,0.487902
200501,1577,39.718048,121,1,0,5.050633,0.477054
200550,1578,34.175056,49,1,0,2.328018,0.452127
200695,1579,34.501921,145,1,0,5.580954,0.479676
200853,1580,28.995384,158,1,0,5.947287,0.460418
200941,1581,35.949166,88,1,0,3.617862,0.499773
201053,1582,22.876133,112,1,0,3.345813,0.468973
201192,1583,40.067717,139,1,0,5.401466,0.449329
201276,1584,30.582246,84,1,0,3.202388,0.466502
201364,1585,24.598080,88,1,0,2.894861,0.478820
201414,1586,27.972884,50,1,0,1.913969,0.456458
201511,1587,37.127319,97,1,0,3.977930,0.479787
201547,1588,26.020031,36,1,0,1.581823,0.494388
201591,1589,27.698766,44,1,0,1.508638,0.484882
201744,1590,36.311924,153,1,0,5.647308,0.487037
201802,1591,28.697443,58,1,0,2.210614,0.458381
201908,1592,30.623717,106,1,0,3.492159,0.488906
201988,1593,29.757227,80,1,0,3.045912,0.496042
202072,1594,29.378178,84,1,0,3.096173,0.474311
202251,1595,26.217141,179,1,0,5.872765,0.459866
202279,1596,-16.626745,28,0,1,2.377667,1.445736
202343,1597,31.864707,64,1,0,2.764015,0.491487
202387,1598,31.274884,44,1,0,1.999902,0.442950
202445,1599,-23.532350,58,0,1,3.167293,3.040594
202579,1600,40.753726,134,1,0,5.538689,0.478964
202647,1601,30.703745,68,1,0,2.529527,0.497376
202708,1602,28.789483,61,1,0,2.524925,0.446315
202838,1603,22.189413,130,1,0,3.721583,0.427322
202910,1604,29.633378,72,1,0,2.979053,0.447988
203181,1605,38.195745,271,1,0,8.458939,0.458451
203322,1606,36.693118,141,1,0,5.362099,0.436482
203480,1607,19.483018,158,1,0,4.244857,0.480082
203612,1608,40.016014,132,1,0,5.465096,0.425675
203696,1609,28.023598,84,1,0,3.032494,0.436887
203894,1610,42.577941,198,1,0,7.515751,0.491296
204053,1611,29.881372,159,1,0,5.709453,0.455331
204553,1612,-70.548430,500,0,0,5.642038,6.294903
204643,1613,33.310122,90,1,0,3.622782,0.483222
204711,1614,25.844747,68,1,0,2.649852,0.464987
204793,1615,33.261060,82,1,0,3.250772,0.430100
204835,1616,29.084294,42,1,0,1.711656,0.471372
205001,1617,38.055709,166,1,0,6.002894,0.499654
205160,1618,21.677253,159,1,0,4.542178,0.466106
205233,1619,28.074548,73,1,0,2.419495,0.498275
205437,1620,26.738557,204,1,0,6.764590,0.462934
205668,1621,26.815180,231,1,0,7.200668,0.445720
205783,1622,34.034460,115,1,0,4.287941,0.469481
205843,1623,-21.390986,60,0,1,3.258401,2.671594
205914,1624,27.790713,71,1,0,2.214929,0.463955
206066,1625,31.584282,152,1,0,4.928880,0.447503
206189,1626,31.059154,123,1,0,3.723695,0.464968
206252,1627,31.202802,63,1,0,2.668962,0.498447
206320,1628,28.261354,68,1,0,2.797601,0.481113
206427,1629,29.907076,107,1,0,3.459731,0.483130
206927,1630,-65.940668,500,0,0,2.175791,1.937653
206992,1631,33.914533,65,1,0,2.677493,0.499229
207105,1632,34.137114,113,1,0,4.412903,0.429556
207147,1633,-18.135962,42,0,1,15.288394,14.370516
207260,1634,33.608165,113,1,0,4.295451,0.439095
207273,1635,-18.471461,13,0,1,12.637560,12.651388
207449,1636,24.849133,176,1,0,5.065064,0.468374
207566,1637,24.551683,117,1,0,3.672952,0.486655
207640,1638,25.390831,74,1,0,2.736993,0.486377
207690,1639,29.676906,50,1,0,2.209110,0.480112
207737,1640,31.472682,47,1,0,1.719263,0.449508
207866,1641,31.746628,129,1,0,4.717813,0.467718
208080,1642,30.851907,214,1,0,6.865487,0.457039
208239,1643,42.043834,159,1,0,6.345467,0.491899
208397,1644,34.112193,158,1,0,5.557614,0.484300
208543,1645,36.350563,146,1,0,5.054426,0.459552
208633,1646,35.306632,90,1,0,3.705312,0.458482
208710,1647,26.299616,77,1,0,2.316595,0.478603
208917,1648,-13.032313,207,0,1,7.911591,2.685152
208977,1649,29.378239,60,1,0,2.587443,0.499102
209124,1650,28.916794,147,1,0,5.433726,0.471536
209273,1651,40.331847,149,1,0,5.586524,0.471526
209410,1652,30.620437,137,1,0,4.935101,0.448724
209591,1653,19.893063,181,1,0,3.555321,0.478036
209595,1654,-16.685213,4,0,1,14.608980,14.627802
209826,1655,43.966256,231,1,0,8.441982,0.455526
209905,1656,31.453926,79,1,0,3.182260,0.478629
209946,1657,30.622236,41,1,0,1.949947,0.468828
209951,1658,-16.351873,5,0,1,14.150556,14.224500
209967,1659,-16.893688,16,0,1,8.462946,8.154685
209976,1660,-17.441208,9,0,1,10.269485,10.402575
210049,1661,30.975888,73,1,0,3.066373,0.443515
210170,1662,34.498864,121,1,0,4.296589,0.496234
210244,1663,33.436138,74,1,0,3.180599,0.427318
210537,1664,0.183092,293,1,0,3.856141,0.464017
210572,1665,-21.711265,35,0,1,7.694909,7.246766
210576,1666,-16.633101,4,0,1,13.202785,13.247987
210581,1667,-16.676221,5,0,1,14.141479,14.214544
210660,1668,31.309856,79,1,0,3.317998,0.460347
210750,1669,32.387387,90,1,0,3.537823,0.479650
210865,1670,31.100202,115,1,0,4.349713,0.469498
211019,1671,36.003016,154,1,0,5.571485,0.431845
211214,1672,37.121624,195,1,0,7.026928,0.469756
211375,1673,39.336573,161,1,0,6.162139,0.462535
211409,1674,-18.129302,34,0,1,16.376143,15.637805
211476,1675,-29.986937,67,0,1,6.911612,6.544076
211536,1676,-21.377244,60,0,1,2.846420,1.194084
211584,1677,24.709462,48,1,0,1.721786,0.457787
211894,1678,19.515424,310,1,0,2.810103,0.474758
212075,1679,42.907142,181,1,0,6.734186,0.444446
212168,1680,34.578050,93,1,0,3.874717,0.469695
212528,1681,6.421079,360,1,0,7.322916,0.452227
212711,1682,29.316292,183,1,0,5.441284,0.454925
212774,1683,26.710294,63,1,0,2.562842,0.482692
212848,1684,31.721425,74,1,0,3.125935,0.490597
212936,1685,31.863954,88,1,0,3.469491,0.471580
213058,1686,35.260970,122,1,0,4.720621,0.487445
213126,1687,28.286024,68,1,0,2.339869,0.460937
213236,1688,34.509904,110,1,0,4.021945,0.469755
213311,1689,23.635939,75,1,0,2.603882,0.479907
213405,1690,34.500445,94,1,0,3.767966,0.438741
213545,1691,35.758047,140,1,0,5.630164,0.492023
213603,1692,29.479144,58,1,0,2.481734,0.471362
213730,1693,36.612769,127,1,0,5.123749,0.497900
213954,1694,39.921165,224,1,0,7.366335,0.479169
214271,1695,0.294484,317,1,0,2.922188,0.465145
214372,1696,29.384099,101,1,0,3.314205,0.479831
214510,1697,33.262449,138,1,0,5.478306,0.432881
214591,1698,-21.591816,81,0,1,2.561242,1.957080
214616,1699,-18.799766,25,0,1,3.189388,2.784241
214805,1700,37.864578,189,1,0,6.486737,0.451341
214968,1701,17.469485,163,1,0,4.077176,0.440586
215056,1702,32.650313,88,1,0,3.559825,0.449082
215227,1703,39.309228,171,1,0,6.948149,0.474853
215294,1704,25.863827,67,1,0,2.280654,0.464713
215346,1705,34.137835,52,1,0,2.343094,0.424024
215451,1706,32.470605,105,1,0,4.151255,0.475018
215523,1707,34.794251,72,1,0,3.177571,0.443215
215612,1708,30.322419,89,1,0,3.368545,0.455789
215696,1709,37.288114,84,1,0,3.600734,0.487802
215981,1710,-47.372762,285,0,1,2.548929,1.547189
216021,1711,28.969223,40,1,0,1.856949,0.449727
216142,1712,29.296178,121,1,0,3.791590,0.486367
216415,1713,35.360596,273,1,0,8.580399,0.494110
216575,1714,39.000748,160,1,0,5.997835,0.484399
216750,1715,32.867293,175,1,0,5.341829,0.494912
216811,1716,-26.064961,61,0,1,11.761153,12.050172
216835,1717,-17.220909,24,0,1,5.837354,5.246492
216958,1718,35.919694,123,1,0,4.882228,0.455850
217078,1719,28.590149,120,1,0,3.819960,0.489051
217181,1720,33.113546,103,1,0,4.013858,0.434881
217306,1721,33.762580,125,1,0,4.170901,0.490013
217449,1722,32.948096,143,1,0,4.715261,0.496316
217492,1723,32.070173,43,1,0,1.811625,0.498339
217566,1724,34.474595,74,1,0,3.047099,0.468368
217640,1725,26.068555,74,1,0,2.824192,0.493143
217727,1726,31.126561,87,1,0,3.477897,0.448367
217832,1727,30.736775,105,1,0,4.089120,0.466020
218046,1728,37.336975,214,1,0,7.745249,0.450445
218058,1729,-20.013963,12,0,1,2.904888,2.901287
218257,1730,36.001415,199,1,0,6.767797,0.487865
218329,1731,-18.328751,72,0,1,3.413610,1.859036
218422,1732,35.590019,93,1,0,3.785745,0.432473
218709,1733,-43.544695,287,0,1,2.955845,2.290943
218794,1734,31.338528,85,1,0,3.440946,0.439128
218990,1735,8.790923,196,1,0,2.759023,0.499814
219071,1736,31.749556,81,1,0,2.753413,0.495567
219169,1737,32.493123,98,1,0,3.679192,0.457030
219264,1738,36.987458,95,1,0,3.710568,0.490105
219328,1739,28.879586,64,1,0,2.636436,0.433437
219415,1740,33.027851,87,1,0,3.637700,0.488226
219679,1741,27.988349,264,1,0,7.798615,0.441042
219786,1742,35.392368,107,1,0,3.859829,0.486094
219799,1743,-18.186571,13,0,1,12.987573,12.976326
219864,1744,27.372666,65,1,0,2.605445,0.460814
219975,1745,36.137387,111,1,0,4.553481,0.492490
220092,1746,27.047646,117,1,0,3.949459,0.449903
220272,1747,27.456216,180,1,0,5.729399,0.454800
220287,1748,-18.714485,15,0,1,9.353896,9.329452
220404,1749,37.947394,117,1,0,4.769679,0.476690
220435,1750,28.772448,31,1,0,1.518438,0.465256
220520,1751,37.546476,85,1,0,3.611421,0.476234
220631,1752,34.930016,111,1,0,4.398188,0.432698
220794,1753,25.995582,163,1,0,5.436258,0.463446
221020,1754,14.089787,226,1,0,2.426263,0.499056
221151,1755,20.954092,131,1,0,3.393150,0.482728
221185,1756,-16.965708,34,0,1,13.397217,12.567457
221338,1757,33.681529,153,1,0,5.633346,0.497062
221520,1758,32.389023,182,1,0,5.703722,0.466875
221565,1759,26.511004,45,1,0,1.501231,0.471347
221723,1760,38.320202,158,1,0,6.077230,0.478778
221817,1761,35.307452,94,1,0,3.544350,0.490562
222018,1762,41.572353,201,1,0,7.412105,0.461855
222068,1763,33.257393,50,1,0,2.337297,0.475272
222123,1764,32.584618,55,1,0,2.433177,0.467641
222279,1765,38.107790,156,1,0,5.410828,0.460510
222286,1766,-15.466943,7,0,1,15.134481,14.907815
222330,1767,31.048351,44,1,0,1.947026,0.427695
222420,1768,31.829144,90,1,0,3.620639,0.484277
222529,1769,-17.485890,109,0,1,5.125604,2.646296
222574,1770,32.247556,45,1,0,2.094281,0.470033
222748,1771,31.798536,174,1,0,5.379360,0.462973
222898,1772,30.112222,150,1,0,5.116391,0.434481
223010,1773,33.877326,112,1,0,4.034628,0.446590
223077,1774,-18.235399,67,0,1,4.301250,2.444181
223224,1775,26.979690,147,1,0,4.505932,0.456769
223410,1776,35.863885,186,1,0,6.335307,0.439123
223440,1777,-22.884908,30,0,1,4.969003,4.715299
223511,1778,36.649106,71,1,0,3.226577,0.481053
223535,1779,-20.498853,24,0,1,2.588718,2.351547
223617,1780,36.048249,82,1,0,3.456985,0.438536
223700,1781,30.029403,83,1,0,3.498847,0.492871
223766,1782,30.174628,66,1,0,2.581252,0.475254
223809,1783,32.304437,43,1,0,2.120003,0.487577
223880,1784,32.705415,71,1,0,2.893196,0.451269
223983,1785,32.616042,103,1,0,3.873166,0.459448
224044,1786,29.715150,61,1,0,2.572979,0.474307
224196,1787,24.392876,152,1,0,2.235274,0.469365
224244,1788,25.124198,48,1,0,1.900636,0.456228
224462,1789,22.833417,218,1,0,6.106081,0.476478
224555,1790,26.954135,93,1,0,3.182204,0.441707
224706,1791,32.734781,151,1,0,4.977837,0.485194
224769,1792,24.058687,63,1,0,2.132773,0.468037
224954,1793,17.550855,185,1,0,2.841458,0.497728
224996,1794,30.613014,42,1,0,1.978935,0.480785
225110,1795,-21.763575,114,0,1,5.682172,2.760876
225147,1796,26.964029,37,1,0,1.594368,0.447142
225193,1797,32.190617,46,1,0,2.089786,0.455487
225299,1798,36.193175,106,1,0,4.271625,0.457928
225445,1799,37.813884,146,1,0,4.979140,0.456941
225485,1800,27.339861,40,1,0,1.554393,0.473500
225684,1801,36.079043,199,1,0,7.036310,0.440923
225766,1802,31.186682,82,1,0,3.043837,0.462396
225908,1803,37.922867,142,1,0,5.216774,0.467550
225988,1804,36.058898,80,1,0,3.491016,0.492229
226044,1805,29.296591,56,1,0,2.324111,0.498178
226167,1806,22.211235,123,1,0,3.325343,0.489956
226260,1807,31.229871,93,1,0,3.775075,0.432152
226373,1808,32.410527,113,1,0,4.264931,0.487469
226387,1809,-18.719192,14,0,1,9.358427,9.348953
226563,1810,27.327252,176,1,0,5.672163,0.433278
226686,1811,36.013279,123,1,0,5.121304,0.491788
226800,1812,29.854779,114,1,0,4.049649,0.497455
226964,1813,42.050521,164,1,0,5.938932,0.480587
227066,1814,35.908782,102,1,0,4.257413,0.432171
227142,1815,31.447764,76,1,0,3.039187,0.452915
227201,1816,24.038699,59,1,0,1.898679,0.471366
227235,1817,29.422471,34,1,0,1.580913,0.477174
227404,1818,-17.373915,169,0,1,6.386843,2.653672
227570,1819,29.264571,166,1,0,4.556472,0.473620
227602,1820,28.835245,32,1,0,1.532652,0.458536
227660,1821,26.618024,58,1,0,2.132514,0.479385
227845,1822,32.581973,185,1,0,5.486822,0.476044
227937,1823,32.830074,92,1,0,3.641024,0.464089
227948,1824,-16.739655,11,0,1,4.250692,4.068700
228211,1825,-15.334177,263,0,1,8.131956,0.786741
228386,1826,40.035603,175,1,0,6.096919,0.453745
228557,1827,17.669895,171,1,0,4.236803,0.441968
228682,1828,38.684838,125,1,0,4.864161,0.482808
228759,1829,30.725661,77,1,0,3.092860,0.443126
228842,1830,30.831990,83,1,0,2.865530,0.488725
228978,1831,32.012977,136,1,0,4.853035,0.448666
229097,1832,39.171593,119,1,0,4.938407,0.460510
229264,1833,35.746785,167,1,0,6.244026,0.439681
229431,1834,31.987010,167,1,0,4.167700,0.477206
229497,1835,31.665728,66,1,0,2.808889,0.448025
229595,1836,33.571805,98,1,0,3.430238,0.485103
229728,1837,42.346303,133,1,0,5.505208,0.457137
229821,1838,25.614139,93,1,0,2.233094,0.499509
229907,1839,25.657967,86,1,0,2.218214,0.486297
230035,1840,36.328700,128,1,0,5.067554,0.457480
230270,1841,35.947196,235,1,0,7.077797,0.479273
230438,1842,37.320614,168,1,0,6.543963,0.487793
230547,1843,22.847665,109,1,0,2.759908,0.468787
230672,1844,35.580887,125,1,0,4.121744,0.495332
230950,1845,-20.727689,278,0,1,6.632079,1.717631
231106,1846,27.151297,156,1,0,5.234716,0.479220
231195,1847,26.487695,89,1,0,2.651235,0.444137
231348,1848,29.195332,153,1,0,4.948793,0.440596
231364,1849,-18.479114,16,0,1,10.077934,10.072517
231542,1850,-12.059096,178,0,1,5.348816,0.981891
231615,1851,31.683885,73,1,0,3.023015,0.484378
231694,1852,31.181207,79,1,0,3.279017,0.448760
231733,1853,31.322914,39,1,0,1.937946,0.485188
231859,1854,30.851252,126,1,0,4.792303,0.479377
231941,1855,25.572146,82,1,0,3.075661,0.495734
232038,1856,26.592892,97,1,0,3.388561,0.497360
232107,1857,33.447715,69,1,0,3.096540,0.471840
232113,1858,-16.817174,6,0,1,12.765668,12.877535
232116,1859,-16.077909,3,0,1,12.519169,12.556168
232193,1860,29.849207,77,1,0,3.080018,0.499028
232439,1861,26.233430,246,1,0,7.510396,0.492689
232533,1862,29.256193,94,1,0,3.719492,0.436729
232598,1863,34.930330,65,1,0,2.956098,0.469520
232880,1864,22.518033,282,1,0,8.389863,0.476928
232950,1865,28.434742,70,1,0,2.822098,0.499874
233156,1866,36.192947,206,1,0,7.428270,0.472534
233307,1867,-54.744608,151,0,1,12.832942,12.883143
233414,1868,-18.936308,107,0,1,5.339338,2.641124
233610,1869,38.307029,196,1,0,6.671787,0.474545
233722,1870,37.082411,112,1,0,4.517595,0.489030
233844,1871,39.885051,122,1,0,4.741069,0.492472
233882,1872,31.143296,38,1,0,1.679749,0.439037
233982,1873,-21.076614,100,0,1,4.146292,2.928223
234104,1874,34.007673,122,1,0,4.632191,0.445674
234191,1875,34.495444,87,1,0,3.654510,0.491637
234328,1876,38.511476,137,1,0,5.276944,0.452291
234504,1877,27.621774,176,1,0,5.542279,0.437158
234640,1878,29.080134,136,1,0,4.842614,0.484299
234788,1879,28.315111,148,1,0,3.688242,0.452784
234918,1880,35.625101,130,1,0,5.058103,0.455645
235048,1881,27.471595,130,1,0,4.220559,0.490880
235147,1882,32.279711,99,1,0,3.558755,0.483520
235213,1883,34.779905,66,1,0,2.970776,0.449121
235257,1884,27.834810,44,1,0,1.666487,0.457821
235312,1885,32.445117,55,1,0,2.292309,0.479598
235375,1886,34.615659,63,1,0,2.664350,0.465800
235440,1887,30.681310,65,1,0,2.717907,0.472561
235575,1888,36.650267,135,1,0,5.132212,0.448817
235715,1889,-44.355616,140,0,1,12.801289,12.864908
235740,1890,30.317526,25,1,0,1.370119,0.449277
235859,1891,37.026984,119,1,0,4.928782,0.462795
235911,1892,32.041755,52,1,0,2.232915,0.467281
236038,1893,29.899219,127,1,0,4.308855,0.482804
236215,1894,38.692760,177,1,0,6.092557,0.464553
236326,1895,32.177192,111,1,0,4.310316,0.458471
236540,1896,12.228836,214,1,0,2.976684,0.479709
236545,1897,-16.186938,5,0,1,7.303608,7.345567
236674,1898,37.743419,129,1,0,5.264855,0.496714
236754,1899,30.371594,80,1,0,3.076981,0.453611
236941,1900,25.044675,187,1,0,5.704455,0.495752
237035,1901,36.850719,94,1,0,3.748215,0.447527
237139,1902,32.299244,104,1,0,3.473743,0.463225
237267,1903,38.751622,128,1,0,4.762825,0.482962
237364,1904,29.474294,97,1,0,3.718251,0.492649
237487,1905,20.933847,123,1,0,3.087084,0.451280
237525,1906,-21.437493,38,0,1,7.112499,6.587700
237772,1907,-14.187154,247,0,1,8.353951,2.664614
237934,1908,29.557150,162,1,0,5.510195,0.440401
237991,1909,29.654061,57,1,0,2.459766,0.439678
238079,1910,-19.064080,88,0,1,4.489103,2.679918
238200,1911,33.562926,121,1,0,4.449548,0.464694
238261,1912,35.157988,61,1,0,2.641608,0.444012
238339,1913,33.386053,78,1,0,3.252865,0.446836
238458,1914,23.226020,119,1,0,3.396984,0.477448
238523,1915,33.007247,65,1,0,2.847656,0.496662
238651,1916,36.360541,128,1,0,5.175081,0.472976
238715,1917,32.215781,64,1,0,2.644373,0.424471
238806,1918,25.554705,91,1,0,2.890119,0.469218
238936,1919,39.002039,130,1,0,4.706974,0.461924
239240,1920,-48.513959,304,0,1,2.794681,2.291457
239291,1921,25.728183,51,1,0,1.977902,0.476105
239388,1922,31.411763,97,1,0,3.664959,0.438153
239406,1923,-18.489994,18,0,1,5.570750,5.335775
239528,1924,30.782262,122,1,0,4.130276,0.459821
239581,1925,-23.231907,53,0,1,3.010058,2.595973
239722,1926,35.535061,141,1,0,5.606829,0.463981
239803,1927,-25.656769,81,0,1,3.513950,2.785391
239908,1928,35.342333,105,1,0,4.305058,0.487581
239951,1929,27.870420,43,1,0,1.712983,0.442136
240008,1930,33.414918,57,1,0,2.545813,0.460408
240075,1931,31.279854,67,1,0,2.751389,0.465784
240281,1932,11.858093,206,1,0,4.195605,0.493619
240337,1933,32.900585,56,1,0,2.247262,0.469593
240507,1934,34.083637,170,1,0,5.888428,0.481077
240610,1935,-15.174797,103,0,1,3.203692,0.758250
240680,1936,28.193671,70,1,0,2.898043,0.474019
240835,1937,33.464972,155,1,0,4.945019,0.463561
240928,1938,32.615363,93,1,0,3.675734,0.495773
241124,1939,-15.750444,196,0,1,5.880118,0.873394
241254,1940,33.149048,130,1,0,3.962753,0.448525
241390,1941,34.336538,136,1,0,5.500237,0.463536
241435,1942,31.904413,45,1,0,2.125060,0.459253
241465,1943,-19.000309,30,0,1,7.479246,6.871547
241609,1944,29.013318,144,1,0,2.953096,0.464439
241696,1945,25.554140,87,1,0,2.889872,0.491625
241826,1946,-24.493775,130,0,1,4.507384,2.648434
241872,1947,-23.960885,46,0,1,7.414026,6.910337
242045,1948,31.364361,173,1,0,6.282483,0.477295
242154,1949,38.657022,109,1,0,4.471902,0.439117
242315,1950,41.225619,161,1,0,5.856853,0.469610
242427,1951,38.120148,112,1,0,4.252721,0.455366
242674,1952,16.613828,247,1,0,4.618961,0.460948
242864,1953,36.592960,190,1,0,6.888632,0.488578
243046,1954,36.721047,182,1,0,6.430448,0.429285
243175,1955,20.107319,129,1,0,3.437409,0.445055
243236,1956,29.453112,61,1,0,2.324276,0.499945
243340,1957,40.451403,104,1,0,4.466856,0.445204
243381,1958,28.670980,41,1,0,1.724024,0.489344
243500,1959,34.313875,119,1,0,4.738988,0.476071
243660,1960,30.752212,160,1,0,5.089746,0.441001
243811,1961,31.847489,151,1,0,5.418454,0.461132
243903,1962,37.028556,92,1,0,3.911808,0.446111
243945,1963,-17.330785,42,0,1,17.567131,16.534026
244011,1964,29.460173,66,1,0,2.525397,0.495953
244230,1965,-22.393070,219,0,1,5.632905,2.410750
244730,1966,-51.764372,500,0,0,8.495827,8.557880
244798,1967,30.282863,68,1,0,2.852889,0.463514
244867,1968,-23.737578,69,0,1,2.276892,0.821562
245092,1969,32.131251,225,1,0,8.023864,0.495515
245263,1970,37.913483,171,1,0,6.321120,0.479908
245302,1971,30.872695,39,1,0,1.880466,0.467196
245320,1972,-18.973738,18,0,1,6.837880,6.571398
245391,1973,32.905008,71,1,0,2.708102,0.464201
245443,1974,32.289967,52,1,0,2.318327,0.462970
245622,1975,36.421254,179,1,0,6.141129,0.450157
245717,1976,30.934732,95,1,0,3.468467,0.496405
245773,1977,31.892766,56,1,0,2.476684,0.463634
245851,1978,25.993643,78,1,0,2.007477,0.469140
245914,1979,28.460000,63,1,0,2.071460,0.483750
246001,1980,29.947359,87,1,0,3.454619,0.439930
246069,1981,33.609070,68,1,0,2.953957,0.490670
246129,1982,34.233939,60,1,0,2.696962,0.452272
246341,1983,34.076977,212,1,0,6.768415,0.442432
246517,1984,29.107802,176,1,0,5.752609,0.429608
246762,1985,40.048973,245,1,0,8.920029,0.485400
246889,1986,30.767664,127,1,0,4.494884,0.471569
247034,1987,27.497390,145,1,0,3.854775,0.483919
247191,1988,10.693314,157,1,0,2.537872,0.495861
247268,1989,31.901711,77,1,0,3.137594,0.464803
247300,1990,31.268292,32,1,0,1.550528,0.497757
247360,1991,28.012577,60,1,0,2.235626,0.458240
247564,1992,40.112318,204,1,0,7.678929,0.464553
247675,1993,25.255843,111,1,0,3.351214,0.492421
247904,1994,32.691815,229,1,0,8.106971,0.463705
248080,1995,26.305859,176,1,0,4.992356,0.471744
248151,1996,28.630144,71,1,0,2.757701,0.453232
248284,1997,33.393319,133,1,0,4.326497,0.466807
248318,1998,31.273268,34,1,0,1.585176,0.452256
248392,1999,28.194941,74,1,0,2.799288,0.426843
248538,2000,33.049186,146,1,0,5.187238,0.479577
248665,2001,37.976386,127,1,0,5.223605,0.439322
248706,2002,32.470043,41,1,0,1.962392,0.444848
248829,2003,30.666181,123,1,0,4.502589,0.491109
248911,2004,-23.111147,82,0,1,2.711086,2.273351
249070,2005,37.029473,159,1,0,5.989461,0.457192
249217,2006,-37.714842,147,0,1,14.751879,14.880345
249348,2007,-23.866356,131,0,1,3.524245,2.374378
249433,2008,29.789231,85,1,0,3.421357,0.456028
249489,2009,31.775955,56,1,0,2.215328,0.479444
249649,2010,29.871770,160,1,0,5.489551,0.468945
249737,2011,25.341444,88,1,0,2.709778,0.482805
249812,2012,27.162420,75,1,0,2.967077,0.456028
249868,2013,29.825437,56,1,0,2.412576,0.455401
250044,2014,38.471831,176,1,0,6.132378,0.496992
250231,2015,21.494624,187,1,0,5.152232,0.445809
250489,2016,29.280666,258,1,0,8.130730,0.481475
250569,2017,-21.810459,80,0,1,2.478802,0.810497
250705,2018,22.455124,136,1,0,3.911053,0.451040
250868,2019,32.995370,163,1,0,5.510493,0.482570
250998,2020,36.510468,130,1,0,4.974217,0.484150
251103,2021,31.540586,105,1,0,4.175007,0.493130
251167,2022,33.377650,64,1,0,2.779621,0.455349
251306,2023,39.745696,139,1,0,5.497653,0.487577
251483,2024,36.821200,177,1,0,6.410272,0.446709
251551,2025,34.421159,68,1,0,2.994862,0.443054
251760,2026,37.485736,209,1,0,7.501421,0.471669
251805,2027,30.557112,45,1,0,2.010472,0.462791
251908,2028,34.626778,103,1,0,4.192556,0.456699
252044,2029,22.740414,136,1,0,3.871081,0.466369
252093,2030,28.077168,49,1,0,1.991871,0.493267
252177,2031,32.672774,84,1,0,3.188266,0.444805
252258,2032,28.234470,81,1,0,2.954863,0.465221
252323,2033,32.390002,65,1,0,2.364823,0.458950
252390,2034,27.136001,67,1,0,2.580820,0.458310
252522,2035,36.995420,132,1,0,4.830414,0.446368
252618,2036,37.848346,96,1,0,4.036582,0.450737
252651,2037,30.994416,33,1,0,1.495254,0.436866
252826,2038,40.417020,175,1,0,6.655516,0.495037
252928,2039,38.063279,102,1,0,4.075011,0.478710
253016,2040,25.891769,88,1,0,2.848155,0.492634
253185,2041,23.302567,169,1,0,5.095070,0.442563
253230,2042,34.218131,45,1,0,2.191629,0.471650
253327,2043,31.367182,97,1,0,3.608056,0.497618
253469,2044,26.366903,142,1,0,4.444161,0.453534
253531,2045,30.181379,62,1,0,2.563538,0.450489
253710,2046,35.580951,179,1,0,6.993527,0.491194
253768,2047,33.965777,58,1,0,2.674792,0.456819
253843,2048,25.789992,75,1,0,2.485670,0.487480
253911,2049,33.281728,68,1,0,3.056961,0.492862
253956,2050,25.833443,45,1,0,1.676908,0.425012
254117,2051,-13.071924,161,0,1,6.728168,2.559776
254312,2052,40.016228,195,1,0,7.324318,0.490327
254379,2053,33.384814,67,1,0,2.969928,0.488110
254633,2054,20.208981,254,1,0,4.948049,0.464885
254640,2055,-16.874282,7,0,1,9.320908,9.404984
255019,2056,-107.460810,379,0,1,4.511219,4.490565
255100,2057,30.926289,81,1,0,3.396117,0.470040
255134,2058,-17.984681,34,0,1,15.645586,14.777215
255307,2059,38.425248,173,1,0,6.272695,0.475858
255407,2060,-35.327897,100,0,1,4.636970,4.511653
255465,2061,33.128837,58,1,0,2.551614,0.486315
255531,2062,33.902389,66,1,0,2.888131,0.443101
255687,2063,37.480598,156,1,0,5.599280,0.439106
255777,2064,30.697647,90,1,0,2.964265,0.482253
255867,2065,30.365874,90,1,0,3.701413,0.481006
255955,2066,29.641160,88,1,0,3.474327,0.460941
256015,2067,32.920929,60,1,0,2.412038,0.431822
256158,2068,-33.524019,143,0,1,2.546930,2.400496
256196,2069,32.313471,38,1,0,1.901464,0.449756
256299,2070,38.381309,103,1,0,4.398704,0.448676
256383,2071,30.204251,84,1,0,3.250454,0.427099
256491,2072,34.250701,108,1,0,4.350232,0.483973
256553,2073,29.962095,62,1,0,2.605582,0.490955
256630,2074,26.041908,77,1,0,2.286715,0.473208
