#{"t_start": 1773980391.1478367, "env_id": "None"}
r,l,t
34.500445,94,25278.589807
35.758047,140,25294.912729
29.479144,58,25303.021937
36.612769,127,25318.038158
39.921165,224,25343.061694
0.294484,317,25377.10747
29.384099,101,25389.820419
33.262449,138,25405.932119
-21.591816,81,25416.340474
-18.799766,25,25421.140896
37.864578,189,25442.35741
17.469485,163,25460.972616
32.650313,88,25472.080423
39.309228,171,25491.494162
25.863827,67,25500.502702
34.137835,52,25508.008265
32.470605,105,25520.81711
34.794251,72,25530.322985
30.322419,89,25541.529879
37.288114,84,25552.236918
-47.372762,285,25583.057673
28.969223,40,25589.362443
29.296178,121,25603.773725
35.360596,273,25633.394493
39.000748,160,25651.706901
32.867293,175,25671.521163
-26.064961,61,25679.926469
-17.220909,24,25684.629388
35.919694,123,25699.239535
28.590149,120,25713.549109
33.113546,103,25726.158087
33.76258,125,25740.969067
32.948096,143,25757.579842
32.070173,43,25764.185231
34.474595,74,25773.893438
26.068555,74,25783.599755
31.126561,87,25794.906392
30.736775,105,25807.713248
37.336975,214,25831.428067
-20.013963,12,25834.930839
36.001415,199,25857.447492
-18.328751,72,25866.951978
35.590019,93,25878.562569
-43.544695,287,25909.580589
31.338528,85,25920.389089
8.790923,196,25942.308486
31.749556,81,25952.715802
32.493123,98,25964.806089
36.987458,95,25976.615211
28.879586,64,25985.328216
33.027851,87,25996.338703
27.988349,264,26025.069887
35.392368,107,26038.082909
-18.186571,13,26041.686193
27.372666,65,26050.498962
36.137387,111,26063.919609
27.047646,117,26077.945094
27.456216,180,26098.273631
-18.714485,15,26102.077384
37.947394,117,26116.092643
28.772448,31,26121.499849
37.546476,85,26132.314797
34.930016,111,26145.730803
25.995582,163,26164.354853
14.089787,226,26189.282346
20.954092,131,26204.700804
-16.965708,34,26210.705973
33.681529,153,26228.329242
32.389023,182,26248.850455
26.511004,45,26255.656333
38.320202,158,26273.779766
35.307452,94,26285.492252
41.572353,201,26307.899596
33.257393,50,26315.209879
32.584618,55,26323.019629
38.10779,156,26340.940607
-15.466943,7,26343.942947
31.048351,44,26350.649894
31.829144,90,26361.968098
-17.48589,109,26375.183073
32.247556,45,26381.991274
31.798536,174,26401.712306
30.112222,150,26419.034411
33.877326,112,26432.548014
-18.235399,67,26441.563932
26.97969,147,26458.591
35.863885,186,26479.512537
-22.884908,30,26484.817721
36.649106,71,26494.230175
-20.498853,24,26498.935772
36.048249,82,26509.448108
30.029403,83,26520.064289
30.174628,66,26528.979308
32.304437,43,26535.56952
32.705415,71,26544.97562
32.616042,103,26557.584943
29.71515,61,26565.99252
24.392876,152,26583.504863
25.124198,48,26590.61025
22.833417,218,26614.725133
26.954135,93,26626.332609
32.734781,151,26643.744167
24.058687,63,26652.350632
17.550855,185,26673.164799
30.613014,42,26679.668867
-21.763575,114,26693.378524
26.964029,37,26699.383624
32.190617,46,26706.288957
36.193175,106,26719.197807
37.813884,146,26736.109081
27.339861,40,26742.412977
36.079043,199,26764.628725
31.186682,82,26775.136132
37.922867,142,26791.648359
36.058898,80,26801.956484
29.296591,56,26809.861536
22.211235,123,26824.470799
31.229871,93,26836.080036
32.410527,113,26849.689845
-18.719192,14,26853.37392
27.327252,176,26873.292117
36.013279,123,26887.902485
29.854779,114,26901.613709
42.050521,164,26920.327822
35.908782,102,26932.83639
31.447764,76,26942.744233
24.038699,59,26950.949807
29.422471,34,26956.653831
-17.373915,169,26975.867149
29.264571,166,26994.780743
28.835245,32,27000.285844
26.618024,58,27008.396818
32.581973,185,27029.210335
32.830074,92,27040.699435
-16.739655,11,27044.102957
-15.334177,263,27072.723147
40.035603,175,27092.544525
17.669895,171,27111.974032
38.684838,125,27126.792937
30.725661,77,27136.80839
30.83199,83,27147.420071
32.012977,136,27163.338058
39.171593,119,27177.55631
35.746785,167,27196.880013
31.98701,167,27215.899831
31.665728,66,27224.813772
33.571805,98,27236.926946
42.346303,133,27252.5476
25.614139,93,27264.159166
25.657967,86,27275.068137
36.3287,128,27290.184819
35.947196,235,27316.013244
37.320614,168,27335.134061
22.847665,109,27348.355662
35.580887,125,27363.172806
-20.727689,278,27393.311188
27.151297,156,27411.219366
26.487695,89,27422.730803
29.195332,153,27440.3506
-18.479114,16,27444.25376
-12.059096,178,27464.376284
31.683885,73,27473.991885
31.181207,79,27484.206297
31.322914,39,27490.414432
30.851252,126,27505.332535
25.572146,82,27515.847537
26.592892,97,27527.860958
33.447715,69,27537.075095
-16.817174,6,27540.282396
-16.077909,3,27542.885625
29.849207,77,27552.893911
26.23343,246,27579.824405
29.256193,94,27591.537799
34.93033,65,27600.352005
22.518033,282,27630.865706
28.434742,70,27640.176214
36.192947,206,27663.100856
-54.744608,151,27680.514215
-18.936308,107,27693.52641
38.307029,196,27715.45383
37.082411,112,27728.968114
39.885051,122,27743.48478
31.143296,38,27749.891948
-21.076614,100,27762.201268
34.007673,122,27776.718205
34.495444,87,27787.731619
38.511476,137,27803.74845
27.621774,176,27823.671403
29.080134,136,27839.585372
28.315111,148,27856.700657
35.625101,130,27872.016764
27.471595,130,27887.335837
32.279711,99,27899.551862
34.779905,66,27908.463096
27.83481,44,27915.171583
32.445117,55,27922.960651
34.615659,63,27931.574473
30.68131,65,27940.382239
36.650267,135,27956.197113
-44.355616,140,27972.50767
30.317526,25,27977.31171
37.026984,119,27991.820709
32.041755,52,27999.327805
29.899219,127,28014.339454
38.69276,177,28034.352566
32.177192,111,28047.761994
12.228836,214,28071.478768
-16.186938,5,28074.279926
37.743419,129,28089.490667
30.371594,80,28099.802116
25.044675,187,28120.813301
36.850719,94,28132.521996
32.299244,104,28145.230537
38.751622,128,28160.341402
29.474294,97,28172.349824
20.933847,123,28186.960556
-21.437493,38,28193.065033
-14.187154,247,28220.085401
29.55715,162,28238.598727
29.654061,57,28246.604906
-19.06408,88,28257.713269
33.562926,121,28272.103524
35.157988,61,28280.509951
33.386053,78,28290.617109
23.22602,119,28304.827736
33.007247,65,28313.637505
36.360541,128,28328.746219
32.215781,64,28337.452763
25.554705,91,28348.861504
39.002039,130,28364.171966
-48.513959,304,28396.89449
25.728183,51,28404.300667
31.411763,97,28416.609421
-18.489994,18,28420.712833
30.782262,122,28435.222125
-23.231907,53,28442.826876
35.535061,141,28459.239285
-25.656769,81,28469.648309
35.342333,105,28482.45775
27.87042,43,28489.064079
33.414918,57,28497.070104
31.279854,67,28506.077734
11.858093,206,28528.973611
32.900585,56,28536.880023
34.083637,170,28556.192128
-15.174797,103,28568.803427
28.193671,70,28578.10977
33.464972,155,28595.922077
32.615363,93,28607.509249
-15.750444,196,28629.441206
33.149048,130,28644.753587
34.336538,136,28660.655617
31.904413,45,28667.463402
-19.000309,30,28672.768748
29.013318,144,28689.479021
25.55414,87,28700.488531
-24.493775,130,28715.796979
-23.960885,46,28722.700911
31.364361,173,28742.314793
38.657022,109,28755.526757
41.225619,161,28773.937832
38.120148,112,28787.446779
16.613828,247,28814.464436
36.59296,190,28835.77979
36.721047,182,28856.295082
20.107319,129,28871.504959
29.453112,61,28879.909753
40.451403,104,28892.618724
28.67098,41,28899.022377
34.313875,119,28913.232721
30.752212,160,28931.545453
31.847489,151,28948.958961
37.028556,92,28960.466305
-17.330785,42,28966.971565
29.460173,66,28975.877063
-22.39307,219,29000.092727
-51.764372,500,29052.427074
30.282863,68,29061.532882
-23.737578,69,29070.73876
32.131251,225,29095.555666
37.913483,171,29114.968103
30.872695,39,29121.171799
-18.973738,18,29125.574832
32.905008,71,29134.981988
32.289967,52,29142.48537
36.421254,179,29162.696873
30.934732,95,29174.805692
31.892766,56,29182.713464
25.993643,78,29192.82025
28.46,63,29201.426187
29.947359,87,29212.43415
33.60907,68,29221.540195
34.233939,60,29229.846672
34.076977,212,29253.361939
29.107802,176,29273.275051
40.048973,245,29300.092946
30.767664,127,29315.401823
27.49739,145,29332.213575
10.693314,157,29350.223912
31.901711,77,29360.232023
31.268292,32,29365.735864
28.012577,60,29374.039048
40.112318,204,29396.754311
25.255843,111,29410.162268
32.691815,229,29435.377359
26.305859,176,29455.291112
28.630144,71,29464.697629
33.393319,133,29480.307221
31.273268,34,29486.609623
28.194941,74,29496.316662
33.049186,146,29513.228384
37.976386,127,29528.24019
32.470043,41,29534.647418
30.666181,123,29549.259549
-23.111147,82,29559.766701
37.029473,159,29577.980971
-37.714842,147,29594.990277
-23.866356,131,29610.400867
29.789231,85,29621.208738
31.775955,56,29629.113085
29.87177,160,29647.425461
25.341444,88,29658.533631
27.16242,75,29668.639275
29.825437,56,29676.543506
38.471831,176,29696.458147
21.494624,187,29717.474248
29.280666,258,29745.592325
-21.810459,80,29755.899031
22.455124,136,29771.809391
32.99537,163,29790.419342
36.510468,130,29805.731329
31.540586,105,29818.537419
33.37765,64,29827.243183
39.745696,139,29843.454641
36.8212,177,29863.468346
34.421159,68,29872.57271
37.485736,209,29895.788763
30.557112,45,29902.593735
34.626778,103,29915.203067
22.740414,136,29931.114109
28.077168,49,29938.318513
32.672774,84,29949.023447
28.23447,81,29959.431834
32.390002,65,29968.237393
27.136001,67,29977.242703
36.99542,132,29992.752869
37.848346,96,30004.659315
30.994416,33,30010.263311
40.41702,175,30030.077321
38.063279,102,30042.585426
25.891769,88,30053.692304
23.302567,169,30072.903133
34.218131,45,30079.70846
31.367182,97,30091.715796
26.366903,142,30108.226232
30.181379,62,30116.730629
35.580951,179,30136.944789
33.965777,58,30145.048781
25.789992,75,30154.85579
33.281728,68,30163.961341
25.833443,45,30170.76716
-13.071924,161,30189.178411
40.016228,195,30210.990775
33.384814,67,30219.996531
20.208981,254,30247.713243
-16.874282,7,30250.715516
-107.46081,379,30290.941611
30.926289,81,30301.348026
-17.984681,34,30307.052085
38.425248,173,30326.6656
-35.327897,100,30338.974598
33.128837,58,30347.077705
33.902389,66,30355.98361
37.480598,156,30373.89439
30.697647,90,30385.202289
30.365874,90,30396.509395
29.64116,88,30407.615343
32.920929,60,30415.920389
-33.524019,143,30432.530675
32.313471,38,30438.635916
38.381309,103,30451.24336
30.204251,84,30461.951823
34.250701,108,30475.058973
29.962095,62,30483.565072
26.041908,77,30493.572318
12.371378,153,30511.18434
34.431778,68,30520.288223
41.67758,204,30543.003453
32.851887,118,30557.112565
29.154251,42,30563.617848
35.153332,202,30586.132483
20.76028,226,30611.052455
42.211705,150,30628.373203
30.955323,25,30633.179462
26.700164,33,30638.784159
34.089547,115,30652.602794
30.726362,83,30663.214636
27.690393,36,30669.122131
39.795861,143,30685.742325
-22.923521,81,30696.147588
34.652809,225,30720.978768
35.351255,267,30750.010416
31.476892,106,30762.928665
-13.537559,32,30768.433844
38.603524,170,30787.756307
39.007364,256,30815.683913
23.467468,109,30828.901893
29.154657,50,30836.207721
15.9938,166,30855.136168
-34.708252,99,30867.346794
-18.559145,22,30871.848963
37.897197,97,30883.858102
37.487646,191,30905.275657
38.041508,126,30920.184281
25.7344,78,30930.291992
39.609327,170,30949.606372
26.147156,214,30973.322738
21.208363,118,30987.431543
34.768042,121,31001.841202
40.470824,137,31018.450692
32.551309,117,31032.459605
29.463113,63,31041.064944
39.523763,136,31056.977057
29.676553,104,31069.684255
35.577576,106,31082.594084
18.279821,118,31096.703466
32.383909,65,31105.510144
30.594816,76,31115.420759
36.667019,152,31132.929242
28.098254,167,31151.943361
29.46704,40,31158.247551
-3.2315,393,31199.874252
-18.876574,43,31206.477365
38.128493,187,31227.492438
32.361551,142,31244.005988
32.656502,74,31253.713107
-20.756799,31,31259.117821
29.966967,59,31267.322032
25.554872,83,31277.928945
30.426375,100,31290.236929
36.729364,201,31312.651445
27.511091,94,31324.358387
34.959167,109,31337.566742
-21.814917,49,31344.77166
33.567767,119,31358.98331
30.698148,84,31369.68928
-24.055985,57,31377.995471
39.174488,155,31395.807046
30.826314,25,31400.611094
30.064543,119,31414.821163
26.847365,45,31421.625812
31.323321,79,31431.83263
-19.851373,22,31436.335577
32.134588,196,31458.250185
44.331579,220,31482.565962
-15.944257,8,31485.668878
26.124418,94,31497.376885
28.190232,101,31509.785464
32.921613,126,31524.695912
38.707922,123,31539.305645
31.597849,79,31549.513343
30.343588,76,31559.421075
37.889256,157,31577.433051
27.150231,58,31585.541385
30.755352,87,31596.536539
30.559516,56,31604.4462
26.286377,288,31635.582685
33.491559,141,31651.999607
-32.645148,151,31669.414618
24.911671,123,31684.032478
35.836711,266,31712.961474
33.157517,131,31728.378483
33.228351,84,31739.087997
33.671017,67,31748.10077
10.712439,207,31771.125095
36.784464,90,31782.442328
-21.146287,40,31788.748012
32.94022,60,31797.05616
28.707305,40,31803.364846
36.319665,155,31821.18927
30.832758,107,31834.198953
-14.881201,103,31846.808621
32.683597,84,31857.516244
28.055047,85,31868.32531
36.193668,137,31884.337225
26.936675,174,31904.051628
34.175162,192,31925.547818
39.957922,185,31946.362004
-16.733321,27,31951.368253
30.735051,59,31959.571944
31.184074,77,31969.57936
36.033905,83,31980.186634
36.73151,139,31996.398314
29.63804,102,32008.90681
30.541742,42,32015.411867
31.281139,161,32033.8238
38.779001,211,32057.239246
33.295359,161,32075.953239
31.507175,68,32085.059365
28.477378,71,32094.466832
-26.120323,74,32104.173645
34.127323,102,32116.683257
16.41733,145,32133.494411
32.185082,34,32139.199524
28.82169,69,32148.406298
26.196767,140,32165.018026
34.189247,223,32189.635203
26.888224,141,32206.328483
32.427119,124,32221.039166
-17.856018,39,32227.244524
32.71139,118,32241.355066
37.500199,110,32254.665102
-18.90159,18,32258.767259
39.051547,140,32275.078605
31.651638,73,32284.686035
27.27093,132,32300.196551
29.592916,63,32308.806319
37.559596,192,32330.331401
-16.416587,5,32333.13532
31.367502,50,32340.447051
36.582176,69,32349.659236
34.648679,69,32358.864752
39.561938,168,32377.985401
43.687855,235,32403.8134
27.946381,64,32412.525641
30.690042,65,32421.338012
38.211192,126,32436.254953
25.14011,90,32447.571213
31.883287,105,32460.384884
37.40754,99,32472.599566
34.879615,190,32493.90753
27.706879,56,32501.818273
34.419944,142,32518.338136
31.29368,48,32525.445941
22.177077,152,32542.962493
-22.557138,38,32549.068883
39.971994,148,32566.190459
37.669151,154,32583.911381
38.603504,163,32602.535121
35.339298,124,32617.251952
38.651843,204,32639.973059
-16.609709,6,32642.876442
39.458016,109,32656.08748
37.448068,254,32683.818576
31.104056,35,32689.624007
37.557544,119,32703.838786
30.33207,133,32719.452499
27.604827,69,32728.665997
-19.529951,25,32733.469008
31.299452,42,32739.97846
32.279066,48,32747.083735
32.051778,89,32758.297888
30.488475,65,32767.70902
35.760954,266,32796.635606
33.845829,60,32804.949703
30.273512,123,32819.551627
31.864673,22,32824.062439
36.621705,125,32839.176161
32.423393,64,32847.882635
36.725349,189,32869.106862
31.720734,81,32879.518607
42.615813,238,32905.646407
29.733451,57,32913.652716
-18.44855,17,32917.655611
23.880043,234,32943.391129
36.857157,87,32954.402991
36.496096,86,32965.317837
-22.100135,82,32975.826879
36.484464,171,32995.249425
32.247284,135,33011.063317
33.106768,155,33028.875528
30.391799,38,33034.98066
37.284798,161,33053.393043
31.658536,23,33057.996947
25.047153,48,33065.100619
32.361151,65,33073.9078
35.419704,204,33096.904125
34.671423,163,33115.516545
-38.412741,281,33145.936347
34.012601,155,33163.749763
32.572078,83,33174.358155
24.607622,173,33193.971199
26.296952,62,33202.778949
34.771965,54,33210.485117
20.783683,125,33225.295727
31.855688,110,33238.604985
42.3089,150,33255.916625
30.7304,108,33269.025032
-19.24862,19,33273.229258
-22.369479,35,33279.034986
30.339646,79,33289.243757
36.975464,135,33305.054862
33.55326,46,33311.960638
38.17033,220,33336.277378
35.340108,142,33352.787673
37.056851,90,33364.096028
31.217131,87,33375.104126
31.795897,139,33391.314474
29.801817,92,33402.823239
36.120473,118,33416.932353
34.756421,118,33431.023211
34.762725,108,33444.132472
37.043281,153,33461.744733
31.783857,74,33471.452621
26.145518,107,33484.460839
37.379522,185,33505.277425
33.297679,53,33512.882755
35.251779,199,33535.096899
-16.276488,5,33537.900421
31.912485,51,33545.305388
27.33233,174,33565.019037
32.358596,222,33589.533555
28.272435,67,33598.539851
23.744406,119,33613.030266
25.910389,49,33620.247555
26.19249,87,33631.236838
10.183581,258,33659.355207
26.845483,41,33665.761608
30.562865,56,33673.666337
32.709328,54,33681.372205
23.232152,123,33695.982844
35.256317,188,33717.097741
-18.773799,17,33721.099164
-15.562474,9,33724.300703
16.679984,115,33738.109454
35.615313,68,33747.214998
37.647087,166,33766.12632
-19.283249,75,33775.932562
34.393365,71,33785.338692
-18.82702,23,33789.941762
33.05972,61,33798.347914
-8.341929,229,33823.567277
-17.847795,18,33827.670029
31.093859,62,33836.1744
32.302733,83,33846.783352
39.838615,122,33861.293856
41.548292,200,33883.608454
28.721139,81,33894.014312
-15.524926,8,33897.116469
27.013629,47,33904.121057
28.048886,50,33911.426094
29.536796,34,33917.130354
36.340526,103,33929.73994
-24.304381,43,33936.344542
29.224211,154,33954.054646
-21.121727,23,33958.657765
36.122842,110,33971.966884
33.031673,121,33986.376067
25.254145,112,33999.887227
27.390669,149,34017.09804
32.811642,191,34038.512598
29.032726,50,34045.819543
-18.102939,18,34049.921373
35.780244,153,34067.535018
30.931181,44,34074.238659
38.021982,120,34088.549403
-17.745024,14,34092.252911
33.596421,54,34099.95948
35.278949,169,34119.173551
-24.64817,122,34133.68241
33.641248,86,34144.589078
31.633186,101,34156.997917
37.581089,212,34180.516127
30.971673,43,34187.118063
-19.167722,19,34191.320178
30.137776,69,34200.526102
-20.300255,21,34205.2295
36.839765,170,34224.543092
31.252064,106,34237.451074
31.625479,23,34242.054976
34.064657,129,34257.26643
35.692812,131,34272.676247
36.811082,194,34294.390267
28.977018,69,34303.89802
-24.730641,73,34313.50277
-17.244167,31,34318.907598
34.725465,99,34331.116464
29.601933,42,34337.623969
16.981008,123,34352.233613
34.304628,93,34363.840677
-9.640183,384,34404.567263
34.708502,61,34412.973047
37.703862,134,34428.683277
38.149633,114,34442.392889
27.119656,174,34462.105917
33.015246,75,34471.913064
25.275573,207,34494.928292
37.753742,150,34512.240876
31.112919,52,34519.745249
31.084572,91,34531.152783
34.738646,103,34543.760299
-16.359106,4,34546.464337
33.80076,192,34567.97715
31.544932,182,34588.488963
30.637141,126,34603.398393
35.098994,117,34617.407447
34.640281,65,34626.212618
33.990269,141,34642.622988
25.50366,144,34659.336277
30.738417,44,34666.039153
24.811287,225,34690.854329
32.085499,54,34698.559778
31.291504,114,34712.267805
25.452675,65,34721.073559
-40.464763,211,34744.488444
39.988922,198,34766.601837
38.800484,181,34787.015948
-17.806391,28,34792.120569
35.195507,138,34808.230367
-25.545979,160,34826.542156
30.620224,112,34840.051695
38.768966,104,34852.758264
34.085267,127,34867.769369
37.579698,203,34890.683095
37.810012,77,34900.988653
31.345923,98,34913.096817
16.930356,309,34946.632049
34.326463,106,34959.546585
30.038464,137,34975.562528
34.882178,205,34998.388344
20.831094,170,35017.709895
32.358125,75,35027.524287
42.657574,161,35045.94653
-34.603438,97,35057.957677
44.197433,233,35083.882168
33.164245,151,35101.301293
34.039422,152,35118.82588
35.905329,90,35130.136724
25.838094,148,35147.254638
-17.750624,25,35152.058943
30.620541,79,35162.273971
33.266011,134,35178.294687
-26.562233,120,35192.612341
-18.019723,21,35197.014148
29.951772,92,35208.528359
-21.972031,202,35231.054006
34.086194,196,35252.986869
39.421138,157,35271.004586
34.009169,211,35294.432423
33.829834,84,35305.143084
30.399562,26,35310.05067
38.698083,228,35335.179912
34.76653,58,35343.295089
15.525749,134,35359.01625
31.652778,24,35363.726357
-18.343704,20,35368.029875
27.751898,87,35379.041112
-12.862953,144,35395.758058
33.824156,66,35404.664627
30.413047,114,35418.374002
-35.431212,500,35470.708328
-8.141041,176,35490.623774
31.039288,24,35495.326867
32.854884,89,35506.532941
30.071333,70,35515.840217
27.022135,43,35522.443203
38.714973,170,35541.756739
34.042578,139,35557.96596
30.869651,59,35566.171633
35.569465,120,35580.48228
37.107994,156,35598.395864
34.307974,71,35607.804655
31.663622,78,35617.911155
28.090696,76,35627.81687
42.577737,163,35646.427986
32.969374,84,35657.135238
-18.310788,17,35661.138868
-18.6922,15,35664.942535
34.975047,87,35675.950975
34.202846,118,35690.061045
-17.604015,11,35693.46339
30.819283,64,35702.168289
-25.410319,101,35714.576008
29.025037,121,35728.987584
29.780921,92,35740.495798
27.389474,115,35754.906345
29.625585,47,35761.911009
-17.199749,30,35767.215443
40.407928,147,35784.227828
33.564465,125,35799.037325
35.788167,82,35809.546121
28.464718,31,35815.250586
30.303659,27,35820.255247
38.670705,129,35835.765472
36.554394,168,35854.882437
34.817706,265,35883.712881
33.555915,69,35892.923874
23.823208,166,35911.847807
32.140654,55,35919.640379
29.200073,63,35928.253551
35.434034,92,35939.768401
33.256105,72,35949.275966
31.640729,158,35967.386609
31.63953,64,35976.093341
30.81196,123,35990.703919
35.401164,81,36001.111695
-22.703371,28,36006.216112
-17.355744,15,36010.019037
35.431282,123,36024.629372
-16.240471,3,36027.231426
28.215671,52,36035.038245
29.607129,61,36043.442814
37.805395,205,36066.2585
33.126714,74,36075.965628
34.790328,122,36090.476464
37.013391,161,36108.88972
38.174816,112,36122.399168
19.201355,91,36133.806299
27.714621,36,36139.691586
33.07222,248,36166.813796
33.043632,130,36182.12564
29.918061,87,36193.433659
33.571423,122,36207.944239
-18.136758,15,36211.74761
-19.689653,19,36216.252145
35.577564,97,36228.263469
-16.658934,4,36230.964886
40.389328,141,36247.376016
39.960211,194,36269.090816
-18.881127,34,36274.795791
32.999845,154,36292.507043
35.987432,86,36303.414878
35.526274,91,36314.822723
30.458042,46,36321.730034
31.140695,67,36330.73588
-31.81441,193,36352.350406
20.526937,69,36361.557063
33.995218,121,36375.967796
31.43483,71,36385.354774
40.080665,148,36402.467137
31.404663,70,36411.77408
34.69529,148,36429.184835
36.599645,154,36446.897039
32.972904,73,36456.504531
26.000541,74,36466.211694
38.716012,137,36482.221328
30.934282,137,36498.23311
31.907114,128,36513.344685
-17.944369,54,36521.350215
28.004469,47,36528.354937
36.043105,118,36542.465351
25.37818,115,36556.274051
36.219701,130,36571.584579
32.924372,44,36578.289663
-13.724911,183,36598.902672
34.284168,102,36611.413121
30.897395,34,36617.122792
-17.251562,22,36621.627095
33.184709,114,36635.344993
40.44775,164,36654.365096
34.357696,130,36669.683754
30.602713,51,36677.07874
38.198468,148,36694.494421
26.351068,133,36710.411732
-19.135657,17,36714.414258
-18.381794,28,36719.521808
32.960454,150,36736.84325
34.564379,121,36751.259835
34.969014,79,36761.470225
33.893059,104,36774.184487
35.878547,115,36787.999872
15.222108,286,36818.93655
30.647908,43,36825.544675
42.447393,134,36841.258922
-17.897735,27,36846.264087
33.547096,94,36857.981621
44.201778,224,36882.705353
29.249354,61,36891.114668
27.363779,79,36901.325051
25.845709,98,36913.440986
39.054591,218,36937.568804
40.272204,235,36963.396075
39.723635,159,36981.59859
18.121998,201,37004.021511
31.067982,77,37014.030887
35.866361,93,37025.647791
33.907189,52,37033.160221
34.347914,53,37040.768601
35.875945,93,37052.375886
43.21856,186,37073.291876
35.94449,95,37085.101874
31.25259,129,37100.311708
18.622721,230,37125.629113
-18.296557,15,37129.432068
38.247282,147,37146.443646
35.545852,147,37163.45393
30.352129,67,37172.45972
30.059702,52,37179.964318
-15.477758,6,37182.867452
32.581041,201,37205.282136
34.337392,157,37223.294393
42.043612,201,37245.709414
-18.239527,15,37249.512266
27.924873,60,37257.799211
-20.512556,37,37263.805044
-42.744008,289,37295.025079
33.137412,53,37302.630728
37.991317,99,37314.841122
20.02599,81,37325.248937
39.515141,164,37343.962365
42.605972,235,37369.77906
-17.82032,15,37373.582335
27.424911,64,37382.288396
29.069424,42,37388.793325
32.013807,83,37399.400159
38.928353,140,37415.712638
37.453645,139,37431.923158
37.981808,215,37455.738837
30.490523,45,37462.547232
37.684759,205,37485.362828
28.108812,64,37494.069639
33.068147,197,37516.084944
36.193871,123,37530.695956
26.040844,131,37546.091338
-17.539156,29,37551.279935
27.620733,127,37566.307412
-16.254475,10,37569.609815
6.193248,280,37599.930642
30.669729,43,37606.534062
30.061843,49,37613.739042
-63.599926,500,37666.074204
36.463572,80,37676.38304
30.147084,52,37683.888359
36.120967,105,37696.697818
18.019117,187,37717.708346
32.700453,186,37738.621025
-16.934633,30,37743.924908
36.890946,201,37766.340509
31.101092,58,37774.44557
25.848752,64,37783.152075
27.955968,120,37797.461294
25.248202,124,37812.172006
33.282254,113,37825.782542
1.715809,267,37854.801145
33.33855,148,37871.912699
42.004816,189,37893.128754
25.872616,93,37904.73733
34.706252,114,37918.445635
31.688279,135,37934.258349
37.061162,122,37948.767347
34.682103,191,37970.18437
29.407299,72,37979.690897
-18.650676,17,37983.693
41.994425,138,37999.805411
30.992793,92,38011.312328
34.023487,89,38022.519756
36.830491,161,38040.932489
34.125645,148,38058.644453
27.956115,56,38066.550274
32.757179,145,38083.363004
25.922094,72,38092.867352
41.20582,128,38108.277789
34.361629,84,38118.985778
37.212688,147,38136.297807
31.664672,22,38140.800488
41.403597,185,38161.614245
38.802723,169,38180.828813
25.433403,113,38194.437931
31.642838,86,38205.343981
-16.821963,6,38208.246692
0.184923,298,38240.374109
32.811873,95,38252.179095
26.306719,175,38271.992059
32.945273,60,38280.297381
26.503028,49,38287.502353
36.206133,82,38298.00893
27.375394,161,38316.422113
37.228771,118,38330.531851
34.674716,127,38345.542007
29.861232,111,38358.949576
-16.942543,6,38361.852212
21.228342,139,38378.062843
34.613697,141,38394.473598
32.182854,113,38408.083664
38.908741,165,38426.901015
31.321417,114,38440.613869
-18.234366,20,38444.918582
25.785711,71,38454.326237
29.936124,58,38462.433161
34.516715,113,38476.046208
31.412012,134,38491.757867
22.226695,161,38510.173629
-19.871173,28,38515.279496
43.072185,153,38532.895603
11.968198,218,38557.020768
32.382049,32,38562.526122
31.739339,91,38574.239722
40.352761,200,38596.558287
30.943673,63,38605.167591
31.674928,43,38611.77196
31.341784,24,38616.476728
-37.62773,486,38667.411256
29.758853,61,38675.820488
-17.054411,20,38680.12378
23.979126,178,38700.242511
32.542452,39,38706.449776
-20.305284,23,38711.052629
-16.764368,81,38721.460675
32.587085,32,38726.964148
-9.787243,132,38742.478654
36.708258,208,38765.598786
17.772878,195,38787.41857
42.905375,155,38805.234407
25.931425,136,38821.147025
35.88329,68,38830.254888
39.999607,133,38845.868824
36.505075,97,38858.182342
28.989898,200,38880.501078
32.516895,220,38904.824418
26.403012,93,38916.437522
30.512359,84,38927.147278
35.074953,87,38938.158668
28.359646,160,38956.47712
33.029936,60,38964.78478
-18.208329,11,38968.188236
-16.614431,4,38970.890033
26.101118,48,38977.994429
40.722155,183,38998.616251
38.276548,185,39019.435002
-23.826409,63,39028.044461
-16.551691,25,39032.848081
34.063267,59,39041.053201
38.857159,260,39069.372674
31.388517,100,39081.680889
36.684729,82,39092.186956
22.578742,127,39107.197064
38.727061,166,39126.41125
17.58663,157,39144.424582
5.119624,247,39171.442246
39.021073,126,39186.3517
38.367164,125,39201.163234
-18.970873,242,39227.679471
31.849058,22,39232.182437
38.568486,161,39250.594975
32.676928,128,39265.705535
33.759692,87,39276.712164
-18.336603,15,39280.514685
11.358468,226,39305.431045
35.416823,81,39315.837695
33.4117,66,39324.743501
-19.362605,28,39329.847296
30.433228,161,39348.258629
27.712949,109,39361.467151
37.258519,134,39377.176671
28.800595,159,39395.388918
36.000429,93,39406.99697
39.1505,135,39422.808334
38.324375,114,39436.518026
34.421002,125,39451.32794
35.671573,157,39469.339101
-15.310358,6,39472.241194
22.317738,104,39484.948066
-23.224035,39,39491.153448
26.200812,78,39501.259041
36.250332,193,39522.874499
-54.197031,500,39575.20912
45.473401,214,39598.922758
37.708827,127,39614.233271
38.281971,163,39632.844352
39.400678,228,39657.960394
33.539839,222,39682.486519
